feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
25,blues.00025.wav,-249.31532,-389.4153,-111.914856,131.00032,63.501347,184.35588,0.6778699,-117.31619,81.22456,66.70416,-2.4150996,109.82193,17.911272,-19.610882,63.06766,4.623277,-33.0027,38.698967,6.603809,-30.477757,33.721275,1.2421156,-29.16396,37.454483,1.4099406,-32.788773,24.359022,-1.5849273,-23.227266,34.22619,-0.9725386,-24.288498,30.991951,-3.5726156,-28.333607,38.68525,-2.9297993,-28.375694,48.85086,1109.3207630441668,406.25676068813243,2304.512022417645,1463.1107858840894,854.9373815435737,2304.951378131204,0.051697390999613305,0.0107421875,0.21923828125,0.0891659,0.02366804,0.4239281,14.451171499090927,6.390258890316675,40.353935615860856,18.318366806964843,4.9395981592733715,35.50442280181119,22.940932473606765,9.857258435674222,46.672290115598216,20.230247570419674,9.435002474118495,34.36602390487431,20.238832957228574,10.178952213084521,35.53432955926305,20.78675865138467,11.703158080410072,34.04472389991783,30.204763162687954,14.191742558823883,36.39794271532341,92.28515625
26,blues.00026.wav,-284.64056,-422.61124,-62.90829,108.80131,44.042175,177.5185,9.085319,-114.96236,76.74298,51.198063,-11.190998,129.6326,18.07189,-36.453857,53.54743,7.6021547,-33.676582,43.991455,8.755716,-35.12384,36.6709,2.3540907,-31.500957,28.014465,0.0033669882,-48.013676,23.826773,2.2484956,-29.991383,32.910545,4.1991253,-23.13282,36.38101,-3.2830641,-31.399757,33.775574,1.6176826,-25.488747,30.08781,1198.8570176825056,450.0749525103433,2651.6989636093626,1573.309953310916,918.4264360770742,2588.280521349513,0.05197268646075019,0.00537109375,0.244140625,0.07705383,0.01094937,0.56240535,17.452951288876264,6.997330071096734,37.46689803032699,19.930426470690218,5.487309180303062,41.457021638361965,23.14162330552601,4.593352134894713,49.22449804339287,21.202918830079415,4.527675882738146,35.19640195489972,21.686411688890626,7.03429893284588,35.289892059844476,20.32289861036271,6.453634046636315,33.91123762617197,29.925811236388242,3.132363510452559,39.33981018934417,83.35433467741936
27,blues.00027.wav,-228.20984,-356.30496,-107.48186,130.32317,68.80777,191.5806,-23.311424,-97.70189,48.115303,70.20095,12.157415,125.99816,1.1310548,-39.25441,46.384995,7.584427,-37.06555,39.102432,0.9005107,-35.25238,30.263065,1.9828155,-27.020927,40.21427,-6.1644154,-32.533524,14.31028,-9.382748,-31.499386,19.879753,-2.56378,-31.156153,25.922901,-4.5257525,-28.007448,22.38432,-0.2604644,-23.70998,22.396301,1392.026357292707,622.1543061081072,2646.285370798833,1494.8775639502576,1086.285305910009,2312.529845621778,0.07241441294470224,0.01123046875,0.23681640625,0.09575479,0.018333893,0.27600828,18.53773291364323,6.599123898761273,57.59553851955564,19.93397201587129,4.856228968392614,36.94001601144413,24.465560146178316,8.69867971346749,40.19610090186246,22.178371231411607,8.99545522381488,36.33345169852049,22.386502540989593,10.614108707840199,36.15077558343567,22.86035008649645,11.878472958016348,35.6533464074553,30.795587440907376,13.941105885773894,38.07662558722177,92.28515625
28,blues.00028.wav,-248.98882,-397.3656,-63.086987,139.05774,79.51542,202.48447,-16.27087,-95.35235,49.679726,57.13715,0.046954572,98.47156,20.188507,-19.001947,55.234077,10.186957,-24.637886,39.46157,4.5429106,-49.608185,32.814972,0.33107188,-31.785103,31.62019,-7.8745794,-34.284912,22.48337,-3.4545717,-28.159904,29.504616,-2.6574361,-26.099186,29.089668,-2.8329577,-31.024078,32.56848,-0.90465856,-22.838758,31.727354,1115.5894796268246,457.9594037022242,2235.9882792458025,1398.722658897419,933.9776896742327,2204.909170829578,0.04801998743232792,0.0126953125,0.15185546875,0.099547915,0.013095881,0.38327485,15.103052586930234,5.274068611624272,47.542470929312536,20.19685256716612,3.980931100594804,35.29088243256575,22.84958230361597,9.02105739602524,45.790307614320795,20.08113015224593,9.673159687680188,35.0461403018281,20.186038214993026,10.165186252757849,34.162098845317644,21.053214062775798,11.223435633021374,33.129094595490756,30.324195059677304,11.869948111153064,41.87823663909576,103.359375
29,blues.00029.wav,-233.72897,-441.98563,-68.98938,101.19027,-43.608555,165.6979,17.647955,-41.148724,82.154816,23.734175,-41.96686,68.81627,2.0825462,-46.950256,43.680992,25.936398,-16.735435,66.935394,-16.956385,-69.7069,33.68743,15.084952,-13.673958,54.825424,-22.273954,-55.10959,10.6972885,4.38161,-25.439629,42.79119,-23.201656,-57.39631,23.952913,-6.050581,-37.18927,30.660883,-5.0679264,-36.18669,38.64813,1648.8848322083286,426.9845998000369,6323.268990345752,2190.0464211359335,1003.6088852972539,3378.1707854975552,0.05289486961040216,0.009765625,0.56396484375,0.124684155,0.008034383,0.36569557,35.205824831520836,18.891051944680694,68.47198267164214,21.48600830544392,4.225661864255438,40.98733444092128,25.39036841937677,9.544803434645027,45.7781346102449,21.785650896333777,9.945405876508051,38.96449135589149,21.447614184109284,12.928586294974846,35.61208236766548,19.73666703906191,12.605570499106296,35.041571596537345,40.09604316519427,13.932457070591653,51.22408054945715,129.19921875
30,blues.00030.wav,-206.93233,-344.33694,-65.11007,117.80414,-9.610169,175.7372,23.241365,-37.000847,69.61902,28.308992,-36.961628,85.52528,-1.1260132,-46.499542,36.76602,18.867393,-12.091647,70.24959,-21.973022,-63.91896,11.140356,17.844067,-11.858716,57.34482,-25.595348,-66.19988,17.373415,2.1395235,-25.20941,31.64252,-17.782476,-46.796886,7.893158,-8.011028,-35.498848,17.216843,-17.610441,-42.133106,8.432614,1379.0236797531359,473.66364411339316,5484.791618002797,2003.7311331314509,963.5227297250366,3227.1112756851285,0.039366118039443156,0.0126953125,0.35205078125,0.17000204,0.04688006,0.36087257,36.750027457337715,17.5827264056971,63.26831698961868,21.67925759858483,7.023346549168075,42.85584881571714,24.460080469539044,10.322331427479444,41.545892837706546,22.644963327287115,8.583471565446583,37.17480772973107,21.57147212650166,12.254548021123043,37.8525127255982,20.52371646039521,11.170648715480647,32.01250607820567,40.26876790416229,16.083865487545726,51.834871789631144,151.99908088235293
31,blues.00031.wav,-221.87302,-357.13962,-93.42037,110.8554,-12.288399,165.52141,18.636082,-34.72603,58.530373,30.922962,-13.832938,73.9175,3.2964358,-51.510635,38.263172,22.585636,-12.6509075,52.36084,-20.40369,-73.01239,18.732058,12.121833,-16.703947,53.1094,-26.332514,-57.973156,5.5973043,-4.367301,-38.179317,25.520102,-26.395552,-58.23013,14.842546,-13.047178,-40.64512,44.028824,-12.667626,-45.552715,37.28999,1330.6062681557464,460.2989265890287,5527.981197282938,1973.2623612410227,906.8604782345776,3307.5523724174573,0.04294722484048724,0.0126953125,0.3916015625,0.15147567,0.034356073,0.364836,36.23635438237149,15.477989895731353,56.68628217115027,22.601657733822606,5.777708475802788,45.36210198849683,27.629182851138093,11.612136498204455,46.47378323217852,23.70754247361265,10.506270312887281,41.635344917723174,23.311230477201455,13.727546109125038,39.90464150050845,21.72395267462617,14.11661272247469,33.19232339393523,40.27817604055394,26.525289390026025,52.27187597542062,151.99908088235293
32,blues.00032.wav,-288.7327,-498.87622,-61.323677,105.90115,-66.52434,166.02945,18.776207,-56.272793,86.914246,23.682644,-33.46537,62.638588,5.6820407,-63.08577,44.511986,25.54894,-13.5117035,70.11528,-13.463248,-67.494576,17.567509,12.437668,-16.474712,49.821724,-11.963671,-69.87009,22.882372,1.5746145,-26.862099,49.99866,-15.640525,-61.18232,14.769243,-6.632071,-50.102386,21.11578,-11.693038,-44.882668,15.436534,1309.7746510229815,281.30150287056006,5984.872963434089,1883.2581499407906,687.6559979052437,3274.7345774114533,0.03938839846771075,0.0087890625,0.53076171875,0.10122466,0.0015190063,0.31318465,36.958439822418214,3.8125431473371902,55.01058520105109,24.479932967697955,6.6098268280169385,41.98198732892235,23.828491617804918,7.368163335189607,44.08226939584868,22.565115588775697,9.895429031513569,40.418029978030766,23.408334147708032,10.525470099624398,38.570697387529734,20.730888908593357,12.161122052765645,35.36929535908162,36.89661964258129,15.291526446183683,50.36691616307294,143.5546875
33,blues.00033.wav,-238.96988,-403.17584,-112.62649,108.68232,-19.848948,172.33241,34.158817,-14.87719,91.04082,30.20716,-21.13425,82.28901,-0.4982214,-47.45085,40.22078,27.279755,-16.857916,62.31847,-21.37793,-76.51997,17.697824,14.166391,-19.696678,48.242233,-24.509222,-60.359398,11.406733,-1.8904005,-45.520256,42.24007,-28.051817,-61.451157,3.7347922,-11.25711,-47.946552,25.91814,-16.457558,-47.34485,18.737225,1430.6028402421155,370.2778150396109,5666.397251782243,2075.7185500837727,624.0355283610583,3314.4010063250994,0.04197368341550657,0.01171875,0.390625,0.13316597,0.03843693,0.28239334,37.024048946040665,9.417325840069296,63.0581751500639,21.679132379137833,6.923374199324214,35.92535303368506,25.75726879169786,8.857770972213268,49.40713773922162,23.243619530397762,8.689965134130631,40.34518367133748,21.384351813003985,12.252533534163534,32.18179136960549,21.0455685596009,13.81842535179121,31.744456155105475,39.96958797784499,16.49178854434033,51.51296798558178,151.99908088235293
34,blues.00034.wav,-217.18364,-428.56308,-63.109356,105.78522,-22.672237,159.22098,15.602848,-53.9906,77.65907,25.24884,-16.909302,67.80861,-1.4500508,-45.001755,41.730816,30.19327,-10.676021,59.005978,-17.716621,-66.340775,26.717922,17.31904,-12.112761,60.77571,-27.213608,-64.11978,5.3793893,4.338282,-28.830082,42.865917,-20.057299,-49.017517,8.839899,-10.700285,-40.670616,17.2317,-14.228785,-49.377846,14.70092,1537.0761619483749,316.92935408128636,5006.181333533563,2157.2970666777055,831.3395694838403,3210.944003299359,0.04570244525812065,0.0126953125,0.21337890625,0.13590334,0.014421032,0.30537727,35.42910584802809,11.440149336853395,57.94053212012533,21.971689764493977,6.735133311141802,43.645666999759314,25.415761448241938,11.400622255433852,45.91284544634584,22.482012959140757,10.57992490057136,36.760242092376295,21.492555843271983,12.714923870400119,35.09618762036288,20.89002273549704,13.553031129845404,31.97849418595537,40.468846564705366,21.28128791836077,51.55036703137465,184.5703125
35,blues.00035.wav,-171.79478,-306.33984,-65.45445,120.28173,25.39999,182.88504,15.331755,-31.015646,61.82374,21.094315,-10.71924,57.858047,-5.3954434,-56.836067,27.12161,24.185545,-22.753916,59.71606,-24.130846,-58.407333,12.474911,18.545135,-4.098961,53.6364,-22.342922,-54.07382,11.45299,1.3107386,-24.439632,40.00409,-20.765268,-57.041107,10.042428,-4.991692,-38.003056,20.218832,-17.108126,-46.530518,7.433672,1507.157985049932,569.0573032787725,4529.240933609518,2096.930874279648,966.5500136361896,3243.913621946711,0.04541997474381284,0.015625,0.23828125,0.1732646,0.04186578,0.3248184,34.94382761974462,9.633762749652046,56.09865964494665,21.532891672298533,7.082384882248436,37.13562745225498,24.482615346667885,10.710620601518682,43.820169245837704,24.142648902390164,13.152804735391365,38.94973376353417,22.36195540370055,11.89054878909281,37.383880938707314,19.768251776221017,12.44178668166147,32.78067922335412,40.890078265926185,15.349313306322463,50.43994353664765,129.19921875
36,blues.00036.wav,-200.18538,-338.09586,-76.89545,116.348595,-6.8310833,186.25238,17.990738,-33.99147,62.966904,25.287697,-36.89269,67.934006,0.28717074,-44.031548,34.057182,24.193771,-6.491378,59.07418,-22.253931,-68.15729,14.798967,11.182934,-18.170992,44.600304,-26.854319,-61.60785,-0.20866282,-7.637254,-34.533367,30.481628,-24.876745,-58.937813,8.344551,-12.010829,-45.89738,21.257618,-17.024942,-44.95616,11.661491,1247.580047944783,487.79727216254537,4722.346246495519,1907.8212456462645,798.694836027274,3117.2361679362125,0.03690734060808198,0.0087890625,0.193359375,0.19766894,0.027771788,0.43660584,36.18919899802275,10.11170883058628,58.533218174044805,21.653738313934344,6.717213868320874,41.19321637710458,26.536942054056347,11.519897593220174,48.252624119851546,23.154345231954693,6.527635024090929,37.42721650096854,22.67244770574803,7.088640421850578,35.81335648572964,21.191425169743475,6.914838357359508,34.65220889394037,40.099776749542485,8.622334106903011,52.13799973989038,151.99908088235293
37,blues.00037.wav,-328.56018,-499.0418,-62.443455,102.709816,1.3553752,167.1995,19.872597,-65.76469,85.29802,26.714405,-13.517757,62.50231,7.1520658,-61.185616,46.40805,22.708387,-10.604699,77.35665,-6.9570885,-46.04027,28.972702,12.789707,-18.321663,58.93187,-10.729283,-42.695,21.050938,-0.44259915,-33.152786,22.922352,-12.386709,-46.24126,20.731197,-8.909131,-40.45015,36.868736,-9.215009,-48.228287,20.886288,1188.473207813864,177.72729820412792,3362.896002554541,1683.0974006146987,539.3313966527445,2878.470227555449,0.048163866130123745,0.0087890625,0.24169921875,0.06915838,0.004776881,0.23083663,32.749557518431104,10.40843678885891,61.484483047970635,21.179038753568264,5.8135482581574935,40.508377378297695,24.464702972890116,6.042415996103343,46.048833169939925,24.944003474681736,10.71296789416477,41.27400413562245,24.941260462325776,12.433837071470265,42.13425528683009,22.832690405835915,11.17521928039472,38.58659993800234,35.12495218927354,12.81451282956593,50.60177155529686,123.046875
38,blues.00038.wav,-192.69032,-388.18884,-43.264584,111.157486,-35.700737,166.48274,21.351843,-37.755196,84.27403,26.396648,-28.181473,59.472893,-0.6495014,-51.654167,45.431423,23.487047,-14.641628,69.740295,-25.476696,-53.21353,14.975777,16.92198,-11.51796,52.274223,-16.971931,-56.835777,22.220644,5.785404,-23.669006,37.096718,-25.736197,-52.340393,9.735788,-5.0530744,-28.247692,19.943195,-17.632252,-47.601288,10.489958,1514.1569585845884,476.9185149850389,5978.472028705686,2140.992473926623,1028.9538792625813,3366.4343015497934,0.044373172249613305,0.013671875,0.544921875,0.16801718,0.023895625,0.38085675,34.81426126106293,7.553058009606627,63.92180931142863,23.602114040612033,8.50534635795499,42.57340690646943,24.303370319031384,9.74405226439477,45.60550366103073,22.982579526672975,11.41422500283818,35.166703145045034,22.932255349732287,12.57609331991263,37.12900730698334,20.718507815727783,12.488219849636298,31.431887618503488,40.97559673945938,19.98620565591592,49.87574470050549,86.1328125
39,blues.00039.wav,-301.70804,-436.51215,-115.494125,111.53328,-18.067589,159.87018,21.896053,-31.14455,72.74963,16.15057,-23.784771,60.24939,8.198791,-46.885654,52.23343,22.081917,-12.884909,60.110523,-8.601798,-71.89382,30.048069,1.4827532,-27.786882,36.305176,-17.077759,-53.33745,11.687745,-8.343712,-32.929924,27.771877,-17.010782,-49.362663,7.66787,-10.576027,-39.141167,26.82545,-15.687029,-48.486084,12.454763,1151.3104957885103,313.929036126436,5245.837308859705,1709.5320969670365,725.8789035178195,3189.6284599357814,0.03532089858855375,0.00830078125,0.3779296875,0.08582264,0.006328876,0.3760914,36.65735989659038,14.293851437991687,61.541859194355425,22.49837035576547,3.061995288926834,41.573475260466424,25.463459987716636,7.079901079401967,48.560130572802564,22.375901147058535,10.479856165365625,41.17653343737797,22.286322342680233,12.036423366393347,33.606771765083344,20.014452039323803,9.379941464942005,31.039470890760644,35.206368183045406,7.103965688469035,48.36029878170184,117.45383522727273
40,blues.00040.wav,-110.285034,-218.44441,-30.04483,90.71587,35.886124,134.41907,-2.5352983,-54.362137,56.25316,74.0649,24.709435,106.81261,-11.763082,-42.90046,23.87535,39.210945,12.041313,60.548344,-13.171311,-47.00495,15.748287,20.544197,-2.4246695,44.039448,-17.162983,-38.943275,2.287726,12.8139715,-13.73324,36.953156,-21.437147,-39.19969,-0.41781044,5.957196,-15.713934,34.25073,-8.026906,-30.920643,13.1507435,2272.4696393575077,1068.5029715385076,4405.98575052828,2356.7258986742117,1801.3618679815118,3512.3647943830993,0.09764303279679042,0.0263671875,0.236328125,0.13481365,0.077445164,0.22524567,18.357192909243405,7.066700080341729,32.98075916383159,14.835403099208744,6.378574406639837,32.03432043403751,20.11382006152134,8.840334483715763,38.49385544704579,18.19678670710932,8.890426621499373,33.91193585455888,18.655350119263815,10.376838739491944,30.72134958324602,17.27299739382323,11.793825836590024,28.68160717869527,41.63756288609503,21.371414878313487,48.5392332224632,172.265625
41,blues.00041.wav,-107.203255,-226.15514,-12.917517,88.4929,-4.1376715,130.18347,-4.1719,-57.662186,51.555035,55.477848,18.319881,88.84063,-8.0177145,-37.80145,24.625015,38.413597,4.594718,60.589,-6.4136605,-29.491787,26.163803,28.57575,-7.671896,55.88366,-19.81994,-43.172134,-1.1126,13.244698,-10.513987,51.75692,-19.248566,-48.148342,14.084194,12.076122,-10.956175,45.49344,-4.582267,-25.066912,22.29401,2390.4218136181976,1410.2421490614252,5139.831677752654,2463.309240183229,1878.169816790804,3555.6771106920996,0.10226074596384377,0.0244140625,0.31201171875,0.12910546,0.066260904,0.22323658,19.724977948154997,10.796062058665868,35.46980625264454,14.572250613918644,5.404892868885779,34.03311314344112,20.110925410880164,9.693243014652605,45.642064578119474,19.0878357557199,9.105208357122123,31.855943170706137,18.699991263253867,11.432341190602745,31.201380734309197,17.855051847146616,11.532986350054161,28.350095769157967,42.46115800689084,22.3784877923479,50.63654034963601,129.19921875
42,blues.00042.wav,-159.5804,-320.70914,-32.42259,69.806015,26.627209,120.713,-4.402107,-53.780773,67.403076,76.845116,36.12475,107.57005,3.9148974,-29.105131,36.556255,45.175888,23.260063,62.383736,-4.860274,-30.492231,16.717268,32.20158,12.653143,54.420113,-9.805075,-32.166668,18.847689,7.809358,-24.969948,30.684715,-21.826738,-44.61123,3.7831852,9.69575,-9.691285,30.375702,-2.5847607,-25.28817,31.473654,2301.5769168965485,899.0887126627526,3655.637751066756,2367.5022763134966,1815.662942466878,3103.654542606027,0.09782391966357308,0.01806640625,0.20703125,0.110940404,0.0632157,0.20632835,22.57746807126643,8.919748349283054,39.324331532081175,17.485054112988657,6.3047731067906065,34.568236075631305,20.108599239043638,8.748979747424844,42.740492089819284,20.579563663560798,8.201858538672305,34.292755099152075,22.505198300631992,9.740638929146227,36.18061010725789,19.216002072262224,11.602332456358535,30.77931944233417,41.44107281703621,22.124331009663813,49.981363180846174,89.10290948275862
43,blues.00043.wav,-109.14071,-225.58751,11.387823,100.61966,57.626095,147.2622,-8.666454,-75.75656,25.237324,47.35473,9.808428,91.84314,-6.568465,-35.20008,20.772385,39.61776,10.925957,68.696655,-8.521924,-41.246536,32.377964,29.572609,0.63769424,50.52652,-16.594837,-37.71694,7.6208944,13.170881,-9.563583,49.706367,-24.213415,-39.881645,-0.8253655,6.5830193,-20.505802,37.95694,-8.652447,-32.54927,13.149368,2155.845202161907,1206.1094667668544,3659.794899374976,2371.995585844167,1813.9517813027107,3241.4973776447955,0.08717463022041763,0.02294921875,0.1923828125,0.12730543,0.058031127,0.25110266,19.27542473271087,9.918646677865224,33.14596099298046,14.134068190360031,5.053778319791139,29.630955357633383,18.05047171934295,8.555405980617074,33.52077076003927,17.746985026482317,9.38413614468449,29.278130125107158,17.800938874602682,9.500451324211097,30.257858984783287,16.59331371029615,11.32238973469271,27.851104600782442,41.943778126153475,17.19557470565357,48.84539527041571,129.19921875
